RideID,BookingStatus,IncompleteRide,Rating
R015807,Completed,No,5
R015808,Completed,No,4
R015809,Completed,No,2
R015810,Incomplete,Yes,5
R015811,Completed,No,2
R015812,Completed,No,2
R015813,Completed,No,1
R015814,Completed,No,1
R015815,Completed,No,4
R015816,Incomplete,Yes,4
R015817,Completed,No,2
R015818,Cancelled,No,4
R015819,Completed,No,2
R015820,Incomplete,Yes,3
R015821,Completed,No,2
R015822,Incomplete,Yes,4
R015823,Completed,No,2
R015824,Completed,No,1
R015825,Completed,No,3
R015826,Incomplete,Yes,5
R015827,Completed,No,5
R015828,Completed,No,5
R015829,Incomplete,Yes,2
R015830,Cancelled,No,4
R015831,Completed,No,2
R015832,Completed,No,3
R015833,Completed,No,1
R015834,Completed,No,2
R015835,Completed,No,4
R015836,Incomplete,Yes,5
R015837,Completed,No,5
R015838,Completed,No,3
R015839,Completed,No,1
R015840,Completed,No,3
R015841,Completed,No,5
R015842,Completed,No,2
R015843,Completed,No,5
R015844,Completed,No,3
R015845,Completed,No,1
R015846,Completed,No,1
R015847,Completed,No,3
R015848,Completed,No,5
R015849,Completed,No,4
R015850,Cancelled,No,2
R015851,Completed,No,3
R015852,Completed,No,5
R015853,Cancelled,No,2
R015854,Completed,No,3
R015855,Cancelled,No,4
R015856,Completed,No,3
R015857,Completed,No,5
R015858,Incomplete,Yes,2
R015859,Completed,No,4
R015860,Completed,No,5
R015861,Completed,No,4
R015862,Completed,No,3
R015863,Completed,No,4
R015864,Completed,No,5
R015865,Incomplete,Yes,2
R015866,Cancelled,No,4
R015867,Completed,No,5
R015868,Completed,No,4
R015869,Cancelled,No,2
R015870,Completed,No,5
R015871,Completed,No,1
R015872,Completed,No,3
R015873,Cancelled,No,1
R015874,Completed,No,3
R015875,Completed,No,2
R015876,Completed,No,4
R015877,Completed,No,2
R015878,Completed,No,4
R015879,Completed,No,1
R015880,Completed,No,4
R015881,Completed,No,1
R015882,Completed,No,2
R015883,Cancelled,No,5
R015884,Completed,No,1
R015885,Cancelled,No,3
R015886,Completed,No,4
R015887,Completed,No,1
R015888,Completed,No,5
R015889,Incomplete,Yes,4
R015890,Completed,No,2
R015891,Completed,No,1
R015892,Completed,No,4
R015893,Completed,No,3
R015894,Completed,No,2
R015895,Completed,No,3
R015896,Completed,No,2
R015897,Cancelled,No,3
R015898,Completed,No,2
R015899,Completed,No,5
R015900,Completed,No,3
R015901,Completed,No,3
R015902,Completed,No,1
R015903,Completed,No,2
R015904,Completed,No,2
R015905,Completed,No,1
R015906,Completed,No,4
R015907,Completed,No,2
R015908,Completed,No,2
R015909,Completed,No,2
R015910,Completed,No,4
R015911,Completed,No,2
R015912,Completed,No,2
R015913,Completed,No,1
R015914,Completed,No,1
R015915,Completed,No,5
R015916,Cancelled,No,1
R015917,Completed,No,4
R015918,Completed,No,1
R015919,Completed,No,2
R015920,Incomplete,Yes,2
R015921,Completed,No,4
R015922,Completed,No,4
R015923,Completed,No,4
R015924,Completed,No,4
R015925,Completed,No,1
R015926,Completed,No,4
R015927,Completed,No,4
R015928,Incomplete,Yes,3
R015929,Completed,No,1
R015930,Completed,No,5
R015931,Incomplete,Yes,1
R015932,Completed,No,4
R015933,Completed,No,3
R015934,Completed,No,1
R015935,Completed,No,4
R015936,Completed,No,2
R015937,Completed,No,1
R015938,Completed,No,2
R015939,Completed,No,2
R015940,Completed,No,3
R015941,Incomplete,Yes,2
R015942,Completed,No,1
R015943,Incomplete,Yes,1
R015944,Completed,No,2
R015945,Completed,No,5
R015946,Completed,No,5
R015947,Completed,No,1
R015948,Cancelled,No,5
R015949,Completed,No,4
R015950,Completed,No,4
R015951,Completed,No,5
R015952,Completed,No,5
R015953,Completed,No,2
R015954,Completed,No,3
R015955,Completed,No,4
R015956,Completed,No,2
R015957,Completed,No,4
R015958,Completed,No,2
R015959,Completed,No,1
R015960,Completed,No,5
R015961,Completed,No,2
R015962,Completed,No,4
R015963,Completed,No,4
R015964,Completed,No,3
R015965,Completed,No,1
R015966,Completed,No,3
R015967,Completed,No,3
R015968,Completed,No,4
R015969,Completed,No,1
R015970,Completed,No,5
R015971,Completed,No,2
R015972,Completed,No,1
R015973,Completed,No,1
R015974,Completed,No,2
R015975,Completed,No,1
R015976,Completed,No,5
R015977,Completed,No,1
R015978,Completed,No,2
R015979,Completed,No,1
R015980,Completed,No,5
R015981,Completed,No,4
R015982,Completed,No,5
R015983,Completed,No,3
R015984,Completed,No,5
R015985,Completed,No,4
R015986,Completed,No,3
R015987,Incomplete,Yes,5
R015988,Incomplete,Yes,4
R015989,Completed,No,5
R015990,Completed,No,3
R015991,Completed,No,2
R015992,Completed,No,4
R015993,Completed,No,1
R015994,Incomplete,Yes,4
R015995,Completed,No,3
R015996,Completed,No,4
R015997,Completed,No,5
R015998,Completed,No,1
R015999,Completed,No,2
R016000,Cancelled,No,3
R016001,Completed,No,2
R016002,Completed,No,2
R016003,Completed,No,2
R016004,Completed,No,5
R016005,Completed,No,1
R016006,Completed,No,2
R016007,Cancelled,No,3
R016008,Completed,No,1
R016009,Completed,No,4
R016010,Completed,No,4
R016011,Incomplete,Yes,3
R016012,Cancelled,No,5
R016013,Completed,No,2
R016014,Completed,No,2
R016015,Completed,No,3
R016016,Completed,No,2
R016017,Completed,No,1
R016018,Completed,No,4
R016019,Completed,No,4
R016020,Completed,No,5
R016021,Completed,No,4
R016022,Completed,No,1
R016023,Incomplete,Yes,2
R016024,Cancelled,No,1
R016025,Completed,No,5
R016026,Incomplete,Yes,1
R016027,Incomplete,Yes,3
R016028,Completed,No,2
R016029,Cancelled,No,1
R016030,Completed,No,5
R016031,Completed,No,4
R016032,Completed,No,3
R016033,Completed,No,5
R016034,Completed,No,5
R016035,Completed,No,1
R016036,Completed,No,1
R016037,Incomplete,Yes,5
R016038,Completed,No,2
R016039,Completed,No,3
R016040,Completed,No,4
R016041,Completed,No,3
R016042,Completed,No,1
R016043,Completed,No,1
R016044,Completed,No,1
R016045,Completed,No,3
R016046,Completed,No,2
R016047,Completed,No,4
R016048,Completed,No,1
R016049,Completed,No,3
R016050,Completed,No,4
R016051,Completed,No,5
R016052,Completed,No,4
R016053,Cancelled,No,5
R016054,Completed,No,1
R016055,Incomplete,Yes,1
R016056,Completed,No,5
R016057,Completed,No,4
R016058,Completed,No,3
R016059,Cancelled,No,4
R016060,Completed,No,5
R016061,Incomplete,Yes,2
R016062,Completed,No,4
R016063,Completed,No,3
R016064,Completed,No,1
R016065,Completed,No,2
R016066,Completed,No,4
R016067,Incomplete,Yes,4
R016068,Completed,No,3
R016069,Completed,No,4
R016070,Completed,No,2
R016071,Cancelled,No,4
R016072,Completed,No,5
R016073,Completed,No,4
R016074,Incomplete,Yes,5
R016075,Completed,No,1
R016076,Completed,No,5
R016077,Completed,No,2
R016078,Completed,No,2
R016079,Completed,No,4
R016080,Incomplete,Yes,3
R016081,Completed,No,5
R016082,Completed,No,5
R016083,Completed,No,1
R016084,Incomplete,Yes,1
R016085,Completed,No,2
R016086,Completed,No,2
R016087,Cancelled,No,1
R016088,Completed,No,4
R016089,Completed,No,3
R016090,Incomplete,Yes,4
R016091,Cancelled,No,5
R016092,Incomplete,Yes,1
R016093,Completed,No,4
R016094,Completed,No,1
R016095,Incomplete,Yes,2
R016096,Completed,No,5
R016097,Completed,No,5
R016098,Cancelled,No,5
R016099,Completed,No,2
R016100,Completed,No,2
R016101,Completed,No,1
R016102,Completed,No,3
R016103,Completed,No,1
R016104,Completed,No,3
R016105,Completed,No,4
R016106,Completed,No,4
R016107,Incomplete,Yes,1
R016108,Completed,No,4
R016109,Completed,No,4
R016110,Completed,No,1
R016111,Completed,No,3
R016112,Completed,No,2
R016113,Completed,No,4
R016114,Cancelled,No,5
R016115,Completed,No,1
R016116,Incomplete,Yes,3
R016117,Completed,No,5
R016118,Completed,No,5
R016119,Completed,No,2
R016120,Completed,No,4
R016121,Completed,No,1
R016122,Completed,No,3
R016123,Completed,No,4
R016124,Incomplete,Yes,4
R016125,Completed,No,4
R016126,Completed,No,2
R016127,Completed,No,2
R016128,Completed,No,2
R016129,Completed,No,2
R016130,Completed,No,1
R016131,Completed,No,4
R016132,Completed,No,1
R016133,Incomplete,Yes,4
R016134,Incomplete,Yes,1
R016135,Completed,No,4
R016136,Cancelled,No,4
R016137,Completed,No,3
R016138,Completed,No,4
R016139,Completed,No,2
R016140,Completed,No,4
R016141,Completed,No,2
R016142,Completed,No,1
R016143,Completed,No,5
R016144,Incomplete,Yes,4
R016145,Completed,No,2
R016146,Completed,No,4
R016147,Completed,No,4
R016148,Cancelled,No,2
R016149,Completed,No,5
R016150,Completed,No,1
R016151,Completed,No,4
R016152,Completed,No,3
R016153,Cancelled,No,3
R016154,Incomplete,Yes,4
R016155,Completed,No,1
R016156,Completed,No,4
R016157,Incomplete,Yes,3
R016158,Completed,No,5
R016159,Completed,No,5
R016160,Completed,No,1
R016161,Incomplete,Yes,2
R016162,Cancelled,No,4
R016163,Completed,No,2
R016164,Completed,No,1
R016165,Completed,No,1
R016166,Completed,No,4
R016167,Completed,No,3
R016168,Completed,No,4
R016169,Completed,No,5
R016170,Completed,No,5
R016171,Completed,No,5
R016172,Completed,No,4
R016173,Completed,No,1
R016174,Completed,No,3
R016175,Completed,No,2
R016176,Completed,No,2
R016177,Completed,No,1
R016178,Completed,No,1
R016179,Completed,No,2
R016180,Incomplete,Yes,3
R016181,Completed,No,1
R016182,Completed,No,1
R016183,Cancelled,No,3
R016184,Incomplete,Yes,3
R016185,Completed,No,2
R016186,Completed,No,2
R016187,Completed,No,2
R016188,Completed,No,2
R016189,Completed,No,3
R016190,Incomplete,Yes,3
R016191,Completed,No,3
R016192,Completed,No,1
R016193,Completed,No,1
R016194,Cancelled,No,4
R016195,Completed,No,4
R016196,Completed,No,1
R016197,Completed,No,3
R016198,Completed,No,2
R016199,Completed,No,4
R016200,Completed,No,2
R016201,Completed,No,3
R016202,Completed,No,4
R016203,Completed,No,2
R016204,Completed,No,1
R016205,Completed,No,2
R016206,Completed,No,3
R016207,Cancelled,No,2
R016208,Completed,No,4
R016209,Completed,No,4
R016210,Completed,No,2
R016211,Completed,No,1
R016212,Completed,No,4
R016213,Incomplete,Yes,1
R016214,Cancelled,No,5
R016215,Completed,No,2
R016216,Completed,No,5
R016217,Completed,No,2
R016218,Completed,No,1
R016219,Completed,No,4
R016220,Completed,No,4
R016221,Incomplete,Yes,4
R016222,Completed,No,3
R016223,Completed,No,4
R016224,Cancelled,No,1
R016225,Completed,No,3
R016226,Completed,No,3
R016227,Completed,No,4
R016228,Completed,No,1
R016229,Completed,No,1
R016230,Incomplete,Yes,3
R016231,Completed,No,4
R016232,Incomplete,Yes,5
R016233,Incomplete,Yes,1
R016234,Incomplete,Yes,4
R016235,Completed,No,3
R016236,Completed,No,3
R016237,Completed,No,4
R016238,Completed,No,5
R016239,Completed,No,3
R016240,Completed,No,4
R016241,Incomplete,Yes,4
R016242,Completed,No,1
R016243,Completed,No,2
R016244,Completed,No,3
R016245,Completed,No,3
R016246,Completed,No,1
R016247,Cancelled,No,1
R016248,Cancelled,No,4
R016249,Completed,No,5
R016250,Completed,No,1
R016251,Incomplete,Yes,5
R016252,Completed,No,5
R016253,Completed,No,1
R016254,Completed,No,1
R016255,Completed,No,5
R016256,Completed,No,4
R016257,Completed,No,2
R016258,Completed,No,1
R016259,Completed,No,1
R016260,Completed,No,2
R016261,Incomplete,Yes,5
R016262,Completed,No,2
R016263,Incomplete,Yes,5
R016264,Completed,No,5
R016265,Completed,No,4
R016266,Completed,No,1
R016267,Completed,No,2
R016268,Completed,No,4
R016269,Completed,No,2
R016270,Completed,No,3
R016271,Completed,No,2
R016272,Completed,No,2
R016273,Incomplete,Yes,1
R016274,Completed,No,4
R016275,Completed,No,3
R016276,Completed,No,5
R016277,Completed,No,1
R016278,Completed,No,3
R016279,Cancelled,No,3
R016280,Completed,No,3
R016281,Completed,No,1
R016282,Completed,No,5
R016283,Completed,No,3
R016284,Completed,No,4
R016285,Completed,No,1
R016286,Completed,No,3
R016287,Incomplete,Yes,1
R016288,Incomplete,Yes,4
R016289,Completed,No,4
R016290,Completed,No,5
R016291,Completed,No,1
R016292,Completed,No,3
R016293,Completed,No,5
R016294,Completed,No,4
R016295,Completed,No,2
R016296,Completed,No,3
R016297,Completed,No,5
R016298,Completed,No,2
R016299,Completed,No,1
R016300,Completed,No,2
R016301,Incomplete,Yes,4
R016302,Completed,No,3
R016303,Completed,No,3
R016304,Cancelled,No,1
R016305,Completed,No,3
R016306,Cancelled,No,2
R016307,Completed,No,1
R016308,Completed,No,5
R016309,Completed,No,4
R016310,Cancelled,No,3
R016311,Completed,No,4
R016312,Completed,No,4
R016313,Completed,No,4
R016314,Completed,No,1
R016315,Completed,No,2
R016316,Completed,No,1
R016317,Completed,No,1
R016318,Completed,No,1
R016319,Cancelled,No,3
R016320,Completed,No,2
R016321,Cancelled,No,3
R016322,Completed,No,4
R016323,Completed,No,1
R016324,Completed,No,3
R016325,Completed,No,3
R016326,Completed,No,4
R016327,Incomplete,Yes,5
R016328,Completed,No,4
R016329,Completed,No,5
R016330,Completed,No,4
R016331,Completed,No,3
R016332,Completed,No,1
R016333,Completed,No,5
R016334,Completed,No,5
R016335,Completed,No,1
R016336,Completed,No,1
R016337,Completed,No,1
R016338,Completed,No,5
R016339,Completed,No,3
R016340,Incomplete,Yes,3
R016341,Completed,No,2
R016342,Completed,No,4
R016343,Completed,No,5
R016344,Completed,No,1
R016345,Completed,No,2
R016346,Completed,No,1
R016347,Cancelled,No,4
R016348,Completed,No,3
R016349,Completed,No,2
R016350,Completed,No,1
R016351,Completed,No,5
R016352,Completed,No,4
R016353,Completed,No,4
R016354,Completed,No,3
R016355,Completed,No,3
R016356,Cancelled,No,1
R016357,Incomplete,Yes,4
R016358,Cancelled,No,4
R016359,Incomplete,Yes,1
R016360,Completed,No,1
R016361,Completed,No,4
R016362,Completed,No,5
R016363,Incomplete,Yes,3
R016364,Completed,No,2
R016365,Completed,No,5
R016366,Incomplete,Yes,4
R016367,Completed,No,4
R016368,Completed,No,3
R016369,Cancelled,No,5
R016370,Incomplete,Yes,2
R016371,Completed,No,3
R016372,Cancelled,No,2
R016373,Incomplete,Yes,2
R016374,Incomplete,Yes,4
R016375,Cancelled,No,3
R016376,Completed,No,4
R016377,Completed,No,4
R016378,Completed,No,4
R016379,Incomplete,Yes,3
R016380,Completed,No,2
R016381,Completed,No,3
R016382,Completed,No,2
R016383,Completed,No,2
R016384,Completed,No,1
R016385,Completed,No,4
R016386,Completed,No,1
R016387,Completed,No,1
R016388,Completed,No,3
R016389,Completed,No,4
R016390,Completed,No,4
R016391,Completed,No,1
R016392,Completed,No,5
R016393,Completed,No,1
R016394,Completed,No,5
R016395,Completed,No,4
R016396,Cancelled,No,1
R016397,Cancelled,No,5
R016398,Completed,No,2
R016399,Completed,No,1
R016400,Completed,No,1
R016401,Incomplete,Yes,5
R016402,Completed,No,2
R016403,Completed,No,4
R016404,Completed,No,4
R016405,Completed,No,4
R016406,Completed,No,5
R016407,Completed,No,1
R016408,Completed,No,4
R016409,Completed,No,5
R016410,Completed,No,1
R016411,Completed,No,1
R016412,Cancelled,No,4
R016413,Completed,No,1
R016414,Completed,No,2
R016415,Cancelled,No,1
R016416,Completed,No,3
R016417,Completed,No,5
R016418,Cancelled,No,4
R016419,Completed,No,2
R016420,Completed,No,2
R016421,Completed,No,1
R016422,Incomplete,Yes,5
R016423,Completed,No,5
R016424,Completed,No,4
R016425,Completed,No,2
R016426,Completed,No,4
R016427,Completed,No,5
R016428,Completed,No,2
R016429,Completed,No,5
R016430,Completed,No,3
R016431,Completed,No,4
R016432,Completed,No,5
R016433,Cancelled,No,1
R016434,Completed,No,1
R016435,Completed,No,5
R016436,Completed,No,3
R016437,Completed,No,4
R016438,Completed,No,2
R016439,Incomplete,Yes,1
R016440,Completed,No,5
R016441,Completed,No,2
R016442,Incomplete,Yes,3
R016443,Incomplete,Yes,2
R016444,Completed,No,2
R016445,Cancelled,No,1
R016446,Completed,No,2
R016447,Incomplete,Yes,1
R016448,Cancelled,No,5
R016449,Completed,No,1
R016450,Completed,No,1
R016451,Completed,No,3
R016452,Completed,No,5
R016453,Completed,No,5
R016454,Cancelled,No,5
R016455,Incomplete,Yes,4
R016456,Cancelled,No,4
R016457,Incomplete,Yes,4
R016458,Completed,No,2
R016459,Incomplete,Yes,2
R016460,Completed,No,1
R016461,Completed,No,4
R016462,Completed,No,4
R016463,Completed,No,1
R016464,Completed,No,1
R016465,Completed,No,2
R016466,Incomplete,Yes,5
R016467,Completed,No,5
R016468,Completed,No,1
R016469,Incomplete,Yes,1
R016470,Completed,No,5
R016471,Incomplete,Yes,1
R016472,Completed,No,1
R016473,Cancelled,No,1
R016474,Completed,No,2
R016475,Completed,No,2
R016476,Completed,No,4
R016477,Completed,No,4
R016478,Completed,No,2
R016479,Cancelled,No,5
R016480,Incomplete,Yes,5
R016481,Completed,No,1
R016482,Completed,No,5
R016483,Completed,No,5
R016484,Completed,No,2
R016485,Completed,No,2
R016486,Incomplete,Yes,4
R016487,Completed,No,4
R016488,Cancelled,No,3
R016489,Completed,No,2
R016490,Completed,No,2
R016491,Completed,No,1
R016492,Completed,No,2
R016493,Completed,No,3
R016494,Completed,No,5
R016495,Cancelled,No,4
R016496,Completed,No,2
R016497,Completed,No,1
R016498,Completed,No,4
R016499,Completed,No,1
R016500,Completed,No,5
R016501,Completed,No,2
R016502,Incomplete,Yes,3
R016503,Incomplete,Yes,5
R016504,Completed,No,1
R016505,Cancelled,No,5
R016506,Completed,No,4
R016507,Completed,No,5
R016508,Completed,No,1
R016509,Completed,No,5
R016510,Completed,No,2
R016511,Completed,No,3
R016512,Completed,No,5
R016513,Cancelled,No,1
R016514,Completed,No,5
R016515,Incomplete,Yes,1
R016516,Incomplete,Yes,4
R016517,Completed,No,5
R016518,Incomplete,Yes,5
R016519,Completed,No,3
R016520,Completed,No,1
R016521,Completed,No,1
R016522,Completed,No,4
R016523,Completed,No,4
R016524,Completed,No,1
R016525,Cancelled,No,2
R016526,Completed,No,1
R016527,Completed,No,1
R016528,Completed,No,4
R016529,Completed,No,2
R016530,Completed,No,4
R016531,Incomplete,Yes,2
R016532,Completed,No,2
R016533,Cancelled,No,2
R016534,Completed,No,5
R016535,Incomplete,Yes,1
R016536,Completed,No,2
R016537,Completed,No,4
R016538,Completed,No,4
R016539,Cancelled,No,5
R016540,Completed,No,1
R016541,Cancelled,No,5
R016542,Completed,No,1
R016543,Completed,No,4
R016544,Completed,No,4
R016545,Completed,No,1
R016546,Completed,No,3
R016547,Incomplete,Yes,2
R016548,Completed,No,4
R016549,Completed,No,4
R016550,Incomplete,Yes,1
R016551,Completed,No,4
R016552,Completed,No,1
R016553,Completed,No,2
R016554,Completed,No,4
R016555,Completed,No,2
R016556,Completed,No,3
R016557,Completed,No,5
R016558,Incomplete,Yes,1
R016559,Completed,No,5
R016560,Completed,No,4
R016561,Completed,No,2
R016562,Completed,No,4
R016563,Completed,No,4
R016564,Incomplete,Yes,3
R016565,Completed,No,4
R016566,Completed,No,4
R016567,Completed,No,1
R016568,Completed,No,5
R016569,Completed,No,3
R016570,Completed,No,4
R016571,Completed,No,1
R016572,Cancelled,No,3
R016573,Completed,No,1
R016574,Completed,No,3
R016575,Completed,No,5
R016576,Incomplete,Yes,5
R016577,Incomplete,Yes,3
R016578,Completed,No,1
R016579,Completed,No,2
R016580,Cancelled,No,2
R016581,Incomplete,Yes,3
R016582,Completed,No,3
R016583,Completed,No,3
R016584,Completed,No,4
R016585,Completed,No,1
R016586,Incomplete,Yes,1
R016587,Completed,No,5
R016588,Completed,No,5
R016589,Completed,No,4
R016590,Completed,No,4
R016591,Cancelled,No,3
R016592,Completed,No,5
R016593,Completed,No,5
R016594,Completed,No,1
R016595,Cancelled,No,3
R016596,Completed,No,5
R016597,Completed,No,4
R016598,Completed,No,1
R016599,Completed,No,4
R016600,Cancelled,No,2
R016601,Completed,No,4
R016602,Completed,No,4
R016603,Incomplete,Yes,4
R016604,Completed,No,5
R016605,Completed,No,5
R016606,Completed,No,3
R016607,Completed,No,4
R016608,Completed,No,2
R016609,Cancelled,No,4
R016610,Completed,No,5
R016611,Completed,No,1
R016612,Completed,No,3
R016613,Completed,No,2
R016614,Completed,No,5
R016615,Cancelled,No,3
R016616,Completed,No,4
R016617,Completed,No,1
R016618,Completed,No,5
R016619,Completed,No,5
R016620,Completed,No,4
R016621,Completed,No,5
R016622,Completed,No,2
R016623,Completed,No,2
R016624,Completed,No,3
R016625,Completed,No,5
R016626,Completed,No,5
R016627,Completed,No,2
R016628,Completed,No,5
R016629,Cancelled,No,4
R016630,Completed,No,5
R016631,Completed,No,5
R016632,Completed,No,3
R016633,Completed,No,3
R016634,Completed,No,4
R016635,Completed,No,2
R016636,Completed,No,2
R016637,Completed,No,2
R016638,Completed,No,5
R016639,Incomplete,Yes,5
R016640,Completed,No,1
R016641,Incomplete,Yes,5
R016642,Cancelled,No,5
R016643,Completed,No,1
R016644,Completed,No,4
R016645,Completed,No,1
R016646,Incomplete,Yes,3
R016647,Completed,No,4
R016648,Completed,No,1
R016649,Completed,No,3
R016650,Completed,No,3
R016651,Incomplete,Yes,2
R016652,Completed,No,2
R016653,Completed,No,3
R016654,Completed,No,4
R016655,Completed,No,1
R016656,Completed,No,2
R016657,Completed,No,5
R016658,Completed,No,5
R016659,Completed,No,5
R016660,Completed,No,2
R016661,Incomplete,Yes,4
R016662,Completed,No,3
R016663,Incomplete,Yes,1
R016664,Completed,No,4
R016665,Completed,No,2
R016666,Completed,No,2
R016667,Completed,No,3
R016668,Incomplete,Yes,4
R016669,Cancelled,No,1
R016670,Completed,No,5
R016671,Completed,No,1
R016672,Incomplete,Yes,1
R016673,Completed,No,5
R016674,Completed,No,3
R016675,Completed,No,3
R016676,Completed,No,2
R016677,Completed,No,1
R016678,Completed,No,5
R016679,Completed,No,1
R016680,Completed,No,2
R016681,Completed,No,5
R016682,Completed,No,4
R016683,Completed,No,3
R016684,Completed,No,5
R016685,Completed,No,5
R016686,Completed,No,5
R016687,Completed,No,5
R016688,Completed,No,2
R016689,Completed,No,4
R016690,Completed,No,5
R016691,Completed,No,5
R016692,Completed,No,5
R016693,Completed,No,5
R016694,Cancelled,No,4
R016695,Completed,No,3
R016696,Completed,No,2
R016697,Completed,No,2
R016698,Cancelled,No,3
R016699,Completed,No,1
R016700,Incomplete,Yes,2
R016701,Completed,No,1
R016702,Completed,No,5
R016703,Completed,No,2
R016704,Completed,No,1
R016705,Completed,No,5
R016706,Completed,No,2
R016707,Completed,No,2
R016708,Completed,No,3
R016709,Completed,No,5
R016710,Cancelled,No,2
R016711,Completed,No,1
R016712,Completed,No,3
R016713,Completed,No,4
R016714,Completed,No,3
R016715,Completed,No,5
R016716,Completed,No,3
R016717,Completed,No,1
R016718,Completed,No,4
R016719,Incomplete,Yes,2
R016720,Completed,No,5
R016721,Completed,No,5
R016722,Completed,No,2
R016723,Cancelled,No,3
R016724,Completed,No,5
R016725,Incomplete,Yes,5
R016726,Incomplete,Yes,1
R016727,Incomplete,Yes,2
R016728,Completed,No,1
R016729,Incomplete,Yes,4
R016730,Completed,No,3
R016731,Completed,No,1
R016732,Completed,No,4
R016733,Completed,No,3
R016734,Completed,No,1
R016735,Completed,No,5
R016736,Completed,No,4
R016737,Cancelled,No,1
R016738,Completed,No,2
R016739,Completed,No,3
R016740,Completed,No,5
R016741,Incomplete,Yes,3
R016742,Incomplete,Yes,2
R016743,Completed,No,2
R016744,Completed,No,2
R016745,Completed,No,5
R016746,Completed,No,1
R016747,Completed,No,2
R016748,Completed,No,1
R016749,Cancelled,No,1
R016750,Completed,No,2
R016751,Incomplete,Yes,5
R016752,Completed,No,5
R016753,Incomplete,Yes,3
R016754,Completed,No,5
R016755,Completed,No,2
R016756,Completed,No,5
R016757,Completed,No,5
R016758,Completed,No,2
R016759,Completed,No,1
R016760,Completed,No,3
R016761,Completed,No,3
R016762,Completed,No,5
R016763,Cancelled,No,2
R016764,Completed,No,4
R016765,Completed,No,5
R016766,Completed,No,5
R016767,Completed,No,2
R016768,Completed,No,4
R016769,Completed,No,1
R016770,Completed,No,5
R016771,Completed,No,4
R016772,Completed,No,2
R016773,Completed,No,1
R016774,Cancelled,No,4
R016775,Completed,No,4
R016776,Completed,No,4
R016777,Completed,No,1
R016778,Incomplete,Yes,1
R016779,Incomplete,Yes,4
R016780,Incomplete,Yes,5
R016781,Completed,No,2
R016782,Completed,No,4
R016783,Incomplete,Yes,4
R016784,Completed,No,5
R016785,Completed,No,4
R016786,Incomplete,Yes,3
R016787,Completed,No,1
R016788,Completed,No,4
R016789,Completed,No,2
R016790,Completed,No,2
R016791,Completed,No,3
R016792,Completed,No,3
R016793,Completed,No,1
R016794,Completed,No,5
R016795,Incomplete,Yes,2
R016796,Incomplete,Yes,1
R016797,Completed,No,1
R016798,Completed,No,2
R016799,Completed,No,5
R016800,Completed,No,4
R016801,Incomplete,Yes,4
R016802,Completed,No,4
R016803,Completed,No,4
R016804,Completed,No,5
R016805,Incomplete,Yes,5
R016806,Completed,No,3
R016807,Completed,No,5
R016808,Completed,No,3
R016809,Cancelled,No,3
R016810,Completed,No,1
R016811,Completed,No,3
R016812,Completed,No,3
R016813,Completed,No,1
R016814,Completed,No,2
R016815,Completed,No,2
R016816,Completed,No,4
R016817,Completed,No,2
R016818,Completed,No,2
R016819,Completed,No,4
R016820,Completed,No,3
R016821,Completed,No,1
R016822,Incomplete,Yes,2
R016823,Completed,No,2
R016824,Cancelled,No,4
R016825,Completed,No,3
R016826,Completed,No,5
R016827,Incomplete,Yes,1
R016828,Completed,No,3
R016829,Completed,No,3
R016830,Completed,No,1
R016831,Completed,No,1
R016832,Completed,No,2
R016833,Completed,No,2
R016834,Incomplete,Yes,2
R016835,Completed,No,3
R016836,Completed,No,1
R016837,Completed,No,5
R016838,Completed,No,3
R016839,Completed,No,5
R016840,Completed,No,2
R016841,Completed,No,3
R016842,Completed,No,3
R016843,Cancelled,No,3
R016844,Completed,No,4
R016845,Cancelled,No,4
R016846,Completed,No,4
R016847,Completed,No,4
R016848,Completed,No,4
R016849,Completed,No,4
R016850,Cancelled,No,2
R016851,Completed,No,4
R016852,Completed,No,2
R016853,Cancelled,No,3
R016854,Completed,No,4
R016855,Completed,No,2
R016856,Completed,No,3
R016857,Completed,No,1
R016858,Completed,No,2
R016859,Completed,No,3
R016860,Completed,No,5
R016861,Completed,No,5
R016862,Cancelled,No,2
R016863,Completed,No,1
R016864,Completed,No,1
R016865,Completed,No,1
R016866,Completed,No,1
R016867,Completed,No,2
R016868,Completed,No,5
R016869,Completed,No,3
R016870,Completed,No,4
R016871,Completed,No,4
R016872,Completed,No,2
R016873,Completed,No,2
R016874,Cancelled,No,3
R016875,Completed,No,2
R016876,Completed,No,5
R016877,Completed,No,4
R016878,Completed,No,1
R016879,Completed,No,3
R016880,Completed,No,3
R016881,Completed,No,4
R016882,Completed,No,3
R016883,Completed,No,3
R016884,Completed,No,5
R016885,Completed,No,4
R016886,Completed,No,4
R016887,Completed,No,4
R016888,Cancelled,No,4
R016889,Incomplete,Yes,4
R016890,Completed,No,1
R016891,Completed,No,4
R016892,Completed,No,4
R016893,Completed,No,1
R016894,Completed,No,4
R016895,Completed,No,4
R016896,Completed,No,1
R016897,Completed,No,5
R016898,Completed,No,3
R016899,Incomplete,Yes,1
R016900,Completed,No,4
R016901,Completed,No,1
R016902,Completed,No,2
R016903,Completed,No,4
R016904,Completed,No,3
R016905,Completed,No,2
R016906,Completed,No,2
R016907,Completed,No,4
R016908,Completed,No,1
R016909,Completed,No,5
R016910,Completed,No,2
R016911,Completed,No,1
